Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Año,Mes,AñoMes,Canal,Ingreso Validado,Origen Precio,Origen Artículo,Estado Calidad
TXN_1882050,CUST_06,Patisserie,Item_14_PAT,24.5,,,Digital Wallet,In-store,2023-01-28,Desconocido,2023,1,2023-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9977844,CUST_18,Patisserie,Item_22_PAT,36.5,,,Digital Wallet,In-store,2022-12-27,Sí,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7472400,CUST_16,Patisserie,Item_6_PAT,12.5,,,Credit Card,In-store,2022-05-14,Sí,2022,5,2022-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8935474,CUST_08,Computers and electric accessories,Item_25_CEA,41.0,,,Credit Card,Online,2024-12-26,No,2024,12,2024-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2792485,CUST_04,Computers and electric accessories,Item_2_CEA,6.5,,,Digital Wallet,In-store,2022-08-09,Desconocido,2022,8,2022-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1777313,CUST_07,Milk Products,Item_8_MILK,15.5,,,Credit Card,Online,2025-01-18,No,2025,1,2025-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3894802,CUST_08,Beverages,Item_19_BEV,32.0,,,Digital Wallet,In-store,2023-04-10,No,2023,4,2023-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9224464,CUST_12,Computers and electric accessories,Item_5_CEA,11.0,,,Credit Card,Online,2024-05-04,Desconocido,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3909836,CUST_14,Patisserie,Item_8_PAT,15.5,,,Credit Card,In-store,2023-03-02,No,2023,3,2023-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3838434,CUST_13,Food,Item_9_FOOD,17.0,,,Cash,Online,2022-01-26,Desconocido,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5599747,CUST_19,Patisserie,Item_5_PAT,11.0,,,Credit Card,Online,2022-05-15,Sí,2022,5,2022-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4279575,CUST_18,Furniture,Item_20_FUR,33.5,,,Digital Wallet,In-store,2024-09-25,No,2024,9,2024-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1041483,CUST_19,Electric household essentials,Item_8_EHE,15.5,,,Cash,In-store,2024-03-19,Desconocido,2024,3,2024-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4800229,CUST_01,Food,Item_6_FOOD,12.5,,,Credit Card,In-store,2024-06-06,No,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9430988,CUST_13,Milk Products,Item_22_MILK,36.5,,,Cash,In-store,2024-05-31,Sí,2024,5,2024-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3122188,CUST_24,Food,Item_12_FOOD,21.5,,,Credit Card,Online,2023-02-25,Desconocido,2023,2,2023-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9818603,CUST_05,Computers and electric accessories,Item_3_CEA,8.0,,,Credit Card,In-store,2023-07-20,Desconocido,2023,7,2023-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1609763,CUST_25,Electric household essentials,Item_22_EHE,36.5,,,Credit Card,Online,2023-03-23,No,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1491657,CUST_07,Beverages,Item_1_BEV,5.0,,,Cash,Online,2022-09-26,Sí,2022,9,2022-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8635339,CUST_09,Milk Products,Item_5_MILK,11.0,,,Credit Card,In-store,2024-10-31,No,2024,10,2024-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6328369,CUST_12,Food,Item_2_FOOD,6.5,,,Credit Card,Online,2024-03-18,Desconocido,2024,3,2024-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6254334,CUST_23,Butchers,Item_19_BUT,32.0,,,Digital Wallet,Online,2022-03-29,Desconocido,2022,3,2022-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7581231,CUST_18,Milk Products,Item_7_MILK,14.0,,,Credit Card,In-store,2024-12-09,Desconocido,2024,12,2024-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3462517,CUST_01,Patisserie,Item_4_PAT,9.5,,,Credit Card,In-store,2024-02-01,Desconocido,2024,2,2024-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8048579,CUST_23,Furniture,Item_12_FUR,21.5,,,Cash,Online,2023-03-28,Sí,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6664172,CUST_21,Food,Item_13_FOOD,23.0,,,Digital Wallet,Online,2023-03-01,Desconocido,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2823143,CUST_02,Butchers,Item_23_BUT,38.0,,,Credit Card,In-store,2023-09-21,Sí,2023,9,2023-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9900913,CUST_25,Patisserie,Item_16_PAT,27.5,,,Cash,In-store,2023-11-15,Desconocido,2023,11,2023-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3543537,CUST_07,Milk Products,Item_20_MILK,33.5,,,Cash,Online,2024-01-11,Sí,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6159311,CUST_02,Beverages,Item_25_BEV,41.0,,,Cash,In-store,2024-10-18,No,2024,10,2024-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1671487,CUST_22,Electric household essentials,Item_20_EHE,33.5,,,Digital Wallet,In-store,2023-12-03,No,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4182653,CUST_01,Electric household essentials,Item_23_EHE,38.0,,,Cash,In-store,2023-05-10,Sí,2023,5,2023-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4783696,CUST_13,Furniture,Item_25_FUR,41.0,,,Cash,In-store,2022-10-26,Desconocido,2022,10,2022-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4071141,CUST_11,Food,Item_20_FOOD,33.5,,,Cash,In-store,2024-12-13,No,2024,12,2024-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4041690,CUST_24,Electric household essentials,Item_5_EHE,11.0,,,Credit Card,Online,2022-07-02,No,2022,7,2022-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5101986,CUST_15,Beverages,Item_14_BEV,24.5,,,Cash,In-store,2024-06-16,Desconocido,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2532729,CUST_17,Beverages,Item_7_BEV,14.0,,,Cash,In-store,2022-08-10,Sí,2022,8,2022-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4658659,CUST_12,Food,Item_14_FOOD,24.5,,,Digital Wallet,In-store,2024-07-30,No,2024,7,2024-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4593029,CUST_07,Milk Products,Item_11_MILK,20.0,,,Digital Wallet,In-store,2024-05-14,No,2024,5,2024-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8883231,CUST_04,Computers and electric accessories,Item_19_CEA,32.0,,,Cash,Online,2024-12-12,Sí,2024,12,2024-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9619283,CUST_01,Butchers,Item_21_BUT,35.0,,,Credit Card,Online,2022-12-11,Desconocido,2022,12,2022-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7084750,CUST_25,Food,Item_12_FOOD,21.5,,,Digital Wallet,In-store,2022-07-20,Sí,2022,7,2022-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8882076,CUST_25,Computers and electric accessories,Item_16_CEA,27.5,,,Cash,Online,2022-03-31,Sí,2022,3,2022-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1220541,CUST_21,Food,Item_21_FOOD,35.0,,,Digital Wallet,In-store,2023-12-03,No,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4567294,CUST_21,Patisserie,Item_12_PAT,21.5,,,Digital Wallet,Online,2022-03-28,No,2022,3,2022-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2514543,CUST_20,Patisserie,Item_4_PAT,9.5,,,Digital Wallet,In-store,2022-06-08,Desconocido,2022,6,2022-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6206996,CUST_23,Computers and electric accessories,Item_12_CEA,21.5,,,Credit Card,Online,2022-01-31,No,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8127777,CUST_14,Patisserie,Item_20_PAT,33.5,,,Digital Wallet,In-store,2023-02-27,Desconocido,2023,2,2023-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4344596,CUST_17,Patisserie,Item_17_PAT,29.0,,,Credit Card,Online,2024-04-03,No,2024,4,2024-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5728541,CUST_12,Furniture,Item_8_FUR,15.5,,,Cash,Online,2022-01-27,Desconocido,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2324094,CUST_18,Computers and electric accessories,Item_5_CEA,11.0,,,Credit Card,In-store,2024-12-07,Desconocido,2024,12,2024-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2788067,CUST_17,Electric household essentials,Item_21_EHE,35.0,,,Cash,In-store,2022-08-23,No,2022,8,2022-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7354091,CUST_22,Patisserie,Item_11_PAT,20.0,,,Digital Wallet,In-store,2024-04-28,Sí,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8697140,CUST_03,Beverages,Item_12_BEV,21.5,,,Digital Wallet,Online,2022-11-08,Sí,2022,11,2022-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5311325,CUST_05,Computers and electric accessories,Item_14_CEA,24.5,,,Credit Card,In-store,2022-08-28,Desconocido,2022,8,2022-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9646389,CUST_22,Beverages,Item_16_BEV,27.5,,,Credit Card,In-store,2022-02-17,Sí,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1402550,CUST_15,Patisserie,Item_17_PAT,29.0,,,Credit Card,Online,2024-05-01,No,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6739031,CUST_14,Butchers,Item_2_BUT,6.5,,,Digital Wallet,In-store,2022-04-04,Desconocido,2022,4,2022-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9017801,CUST_06,Milk Products,Item_22_MILK,36.5,,,Credit Card,Online,2022-01-29,Desconocido,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7783626,CUST_13,Computers and electric accessories,Item_1_CEA,5.0,,,Cash,Online,2022-07-13,Desconocido,2022,7,2022-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4443574,CUST_08,Butchers,Item_13_BUT,23.0,,,Digital Wallet,Online,2024-01-08,No,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4024714,CUST_13,Food,Item_18_FOOD,30.5,,,Credit Card,Online,2024-04-10,Sí,2024,4,2024-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8595871,CUST_12,Butchers,Item_22_BUT,36.5,,,Credit Card,Online,2023-06-20,Desconocido,2023,6,2023-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5102434,CUST_10,Beverages,Item_12_BEV,21.5,,,Credit Card,Online,2024-01-06,No,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6981473,CUST_17,Beverages,Item_12_BEV,21.5,,,Cash,In-store,2022-01-23,Sí,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5498271,CUST_17,Computers and electric accessories,Item_11_CEA,20.0,,,Digital Wallet,In-store,2024-01-25,Desconocido,2024,1,2024-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5103418,CUST_02,Patisserie,Item_4_PAT,9.5,,,Digital Wallet,Online,2023-10-24,Sí,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9276432,CUST_13,Butchers,Item_12_BUT,21.5,,,Credit Card,In-store,2022-01-14,Desconocido,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5162382,CUST_24,Electric household essentials,Item_8_EHE,15.5,,,Digital Wallet,Online,2023-08-26,Desconocido,2023,8,2023-08,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8868085,CUST_19,Furniture,Item_3_FUR,8.0,,,Credit Card,Online,2024-03-07,No,2024,3,2024-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1539411,CUST_07,Beverages,Item_4_BEV,9.5,,,Cash,In-store,2024-08-08,Desconocido,2024,8,2024-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7133661,CUST_16,Butchers,Item_5_BUT,11.0,,,Cash,In-store,2024-01-03,Desconocido,2024,1,2024-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1532460,CUST_09,Furniture,Item_17_FUR,29.0,,,Digital Wallet,Online,2023-05-06,Sí,2023,5,2023-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3379956,CUST_15,Computers and electric accessories,Item_20_CEA,33.5,,,Cash,In-store,2022-02-15,Sí,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1442308,CUST_11,Electric household essentials,Item_19_EHE,32.0,,,Cash,Online,2024-01-31,Desconocido,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7785972,CUST_04,Furniture,Item_14_FUR,24.5,,,Cash,In-store,2022-12-15,Desconocido,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4187431,CUST_23,Electric household essentials,Item_10_EHE,18.5,,,Digital Wallet,In-store,2022-05-18,No,2022,5,2022-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3415090,CUST_04,Electric household essentials,Item_21_EHE,35.0,,,Digital Wallet,In-store,2023-01-20,No,2023,1,2023-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5020561,CUST_14,Beverages,Item_9_BEV,17.0,,,Cash,In-store,2024-03-07,No,2024,3,2024-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1945001,CUST_19,Beverages,Item_3_BEV,8.0,,,Credit Card,In-store,2022-06-27,No,2022,6,2022-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6434099,CUST_25,Patisserie,Item_22_PAT,36.5,,,Cash,Online,2024-08-08,Desconocido,2024,8,2024-08,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2118875,CUST_12,Patisserie,Item_3_PAT,8.0,,,Digital Wallet,In-store,2023-07-13,Desconocido,2023,7,2023-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5041305,CUST_07,Butchers,Item_23_BUT,38.0,,,Digital Wallet,Online,2024-11-29,Desconocido,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3800420,CUST_20,Electric household essentials,Item_14_EHE,24.5,,,Cash,In-store,2023-12-14,No,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5280917,CUST_20,Furniture,Item_1_FUR,5.0,,,Credit Card,In-store,2022-05-23,Desconocido,2022,5,2022-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1574191,CUST_15,Beverages,Item_21_BEV,35.0,,,Digital Wallet,Online,2024-02-24,No,2024,2,2024-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6615635,CUST_22,Furniture,Item_11_FUR,20.0,,,Credit Card,Online,2023-03-20,Desconocido,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9012548,CUST_23,Butchers,Item_8_BUT,15.5,,,Credit Card,In-store,2023-11-28,No,2023,11,2023-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9224310,CUST_03,Computers and electric accessories,Item_5_CEA,11.0,,,Credit Card,Online,2023-11-21,Sí,2023,11,2023-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6130668,CUST_22,Electric household essentials,Item_16_EHE,27.5,,,Cash,In-store,2022-01-19,Sí,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4797230,CUST_20,Electric household essentials,Item_12_EHE,21.5,,,Credit Card,In-store,2023-08-01,Sí,2023,8,2023-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7312497,CUST_18,Beverages,Item_7_BEV,14.0,,,Cash,In-store,2024-08-23,Sí,2024,8,2024-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3096679,CUST_20,Beverages,Item_4_BEV,9.5,,,Digital Wallet,Online,2022-09-17,Sí,2022,9,2022-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4219023,CUST_06,Butchers,Item_16_BUT,27.5,,,Digital Wallet,In-store,2024-01-04,Desconocido,2024,1,2024-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8390000,CUST_07,Patisserie,Item_22_PAT,36.5,,,Cash,In-store,2022-11-09,Desconocido,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3450894,CUST_03,Furniture,Item_21_FUR,35.0,,,Credit Card,In-store,2022-11-25,Desconocido,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5125110,CUST_09,Patisserie,Item_12_PAT,21.5,,,Digital Wallet,In-store,2024-08-13,No,2024,8,2024-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3661385,CUST_25,Butchers,Item_20_BUT,33.5,,,Digital Wallet,In-store,2024-09-21,Sí,2024,9,2024-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6979277,CUST_13,Computers and electric accessories,Item_10_CEA,18.5,,,Digital Wallet,Online,2024-05-16,No,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7773278,CUST_11,Electric household essentials,Item_23_EHE,38.0,,,Cash,Online,2024-05-25,Desconocido,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4929314,CUST_24,Electric household essentials,Item_13_EHE,23.0,,,Digital Wallet,Online,2022-11-13,Desconocido,2022,11,2022-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7780832,CUST_04,Computers and electric accessories,Item_11_CEA,20.0,,,Cash,In-store,2024-06-14,Desconocido,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6233782,CUST_14,Butchers,Item_9_BUT,17.0,,,Digital Wallet,Online,2022-02-14,Sí,2022,2,2022-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1187836,CUST_01,Computers and electric accessories,Item_23_CEA,38.0,,,Digital Wallet,In-store,2022-12-20,No,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1199916,CUST_21,Furniture,Item_2_FUR,6.5,,,Digital Wallet,In-store,2022-06-25,Desconocido,2022,6,2022-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6682588,CUST_02,Furniture,Item_24_FUR,39.5,,,Cash,In-store,2022-03-06,Desconocido,2022,3,2022-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7564225,CUST_18,Food,Item_12_FOOD,21.5,,,Digital Wallet,In-store,2024-11-09,Sí,2024,11,2024-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3928142,CUST_01,Furniture,Item_21_FUR,35.0,,,Credit Card,In-store,2025-01-05,Desconocido,2025,1,2025-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3853013,CUST_04,Beverages,Item_21_BEV,35.0,,,Cash,Online,2023-07-28,Sí,2023,7,2023-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1864016,CUST_08,Furniture,Item_15_FUR,26.0,,,Credit Card,In-store,2024-03-15,Sí,2024,3,2024-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4271313,CUST_12,Patisserie,Item_9_PAT,17.0,,,Cash,Online,2024-12-09,No,2024,12,2024-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8100199,CUST_01,Butchers,Item_23_BUT,38.0,,,Credit Card,Online,2023-11-27,Desconocido,2023,11,2023-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3244419,CUST_16,Food,Item_10_FOOD,18.5,,,Cash,In-store,2022-12-12,Sí,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5087206,CUST_21,Computers and electric accessories,Item_9_CEA,17.0,,,Digital Wallet,Online,2022-10-21,No,2022,10,2022-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5960598,CUST_08,Computers and electric accessories,Item_2_CEA,6.5,,,Digital Wallet,Online,2023-06-07,No,2023,6,2023-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6556712,CUST_15,Milk Products,Item_11_MILK,20.0,,,Cash,In-store,2024-04-22,Desconocido,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9517045,CUST_09,Electric household essentials,Item_9_EHE,17.0,,,Digital Wallet,Online,2023-05-20,Desconocido,2023,5,2023-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4052796,CUST_20,Furniture,Item_20_FUR,33.5,,,Credit Card,In-store,2023-08-14,Desconocido,2023,8,2023-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4206470,CUST_05,Electric household essentials,Item_13_EHE,23.0,,,Cash,In-store,2024-06-28,Desconocido,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2913442,CUST_05,Butchers,Item_3_BUT,8.0,,,Cash,Online,2023-12-05,Sí,2023,12,2023-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5416741,CUST_13,Computers and electric accessories,Item_3_CEA,8.0,,,Credit Card,Online,2022-02-02,No,2022,2,2022-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4591527,CUST_01,Computers and electric accessories,Item_23_CEA,38.0,,,Digital Wallet,Online,2022-02-03,No,2022,2,2022-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6179863,CUST_02,Butchers,Item_18_BUT,30.5,,,Credit Card,In-store,2023-10-29,Desconocido,2023,10,2023-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3077115,CUST_10,Furniture,Item_25_FUR,41.0,,,Digital Wallet,Online,2024-07-10,No,2024,7,2024-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8284459,CUST_20,Food,Item_4_FOOD,9.5,,,Credit Card,In-store,2022-07-03,Sí,2022,7,2022-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9403595,CUST_11,Milk Products,Item_1_MILK,5.0,,,Cash,In-store,2023-12-12,No,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1415403,CUST_22,Patisserie,Item_17_PAT,29.0,,,Credit Card,Online,2022-08-23,No,2022,8,2022-08,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5172318,CUST_20,Beverages,Item_12_BEV,21.5,,,Credit Card,Online,2024-11-11,Desconocido,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2733918,CUST_25,Food,Item_21_FOOD,35.0,,,Cash,Online,2024-10-28,Desconocido,2024,10,2024-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7061960,CUST_12,Patisserie,Item_13_PAT,23.0,,,Digital Wallet,Online,2022-12-26,No,2022,12,2022-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6876674,CUST_10,Food,Item_18_FOOD,30.5,,,Credit Card,Online,2024-05-14,Sí,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7535814,CUST_05,Butchers,Item_23_BUT,38.0,,,Credit Card,In-store,2022-12-03,Sí,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4341401,CUST_18,Electric household essentials,Item_10_EHE,18.5,,,Digital Wallet,In-store,2023-04-09,Sí,2023,4,2023-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5238973,CUST_06,Electric household essentials,Item_23_EHE,38.0,,,Digital Wallet,Online,2023-02-06,No,2023,2,2023-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3071219,CUST_07,Computers and electric accessories,Item_22_CEA,36.5,,,Credit Card,Online,2024-10-28,Sí,2024,10,2024-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2831627,CUST_06,Computers and electric accessories,Item_2_CEA,6.5,,,Digital Wallet,In-store,2022-06-09,Desconocido,2022,6,2022-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7623526,CUST_17,Computers and electric accessories,Item_13_CEA,23.0,,,Digital Wallet,Online,2024-03-07,Desconocido,2024,3,2024-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
